2013	9	25	7	40	0	27.961
2013	9	25	7	45	0	27.862
2013	9	25	7	50	0	27.764
2013	9	25	7	55	0	27.764
2013	9	25	8	0	0	27.764
2013	9	25	8	5	0	27.764
2013	9	25	8	10	0	27.862
2013	9	25	8	15	0	27.862
2013	9	25	8	20	0	27.862
2013	9	25	8	25	0	27.862
2013	9	25	8	30	0	27.862
2013	9	25	8	35	0	27.961
2013	9	25	8	40	0	27.961
2013	9	25	8	45	0	27.961
2013	9	25	8	50	0	27.961
2013	9	25	8	55	0	27.961
2013	9	25	9	0	0	28.06
2013	9	25	9	5	0	28.06
2013	9	25	9	10	0	28.06
2013	9	25	9	15	0	28.159
2013	9	25	9	20	0	28.159
2013	9	25	9	25	0	28.258
2013	9	25	9	30	0	28.258
2013	9	25	9	35	0	28.357
2013	9	25	9	40	0	28.357
2013	9	25	9	45	0	28.357
2013	9	25	9	50	0	28.456
2013	9	25	9	55	0	28.456
2013	9	25	10	0	0	28.555
2013	9	25	10	5	0	28.555
2013	9	25	10	10	0	28.655
2013	9	25	10	15	0	28.655
2013	9	25	10	20	0	28.655
2013	9	25	10	25	0	28.754
2013	9	25	10	30	0	28.754
2013	9	25	10	35	0	28.853
2013	9	25	10	40	0	28.953
2013	9	25	10	45	0	28.853
2013	9	25	10	50	0	28.953
2013	9	25	10	55	0	29.053
2013	9	25	11	0	0	29.152
2013	9	25	11	5	0	29.252
2013	9	25	11	10	0	29.252
2013	9	25	11	15	0	29.053
2013	9	25	11	20	0	29.053
2013	9	25	11	25	0	29.053
2013	9	25	11	30	0	28.853
2013	9	25	11	35	0	28.953
2013	9	25	11	40	0	29.053
2013	9	25	11	45	0	28.953
2013	9	25	11	50	0	28.953
2013	9	25	11	55	0	28.853
2013	9	25	12	0	0	28.853
2013	9	25	12	5	0	28.754
2013	9	25	12	10	0	28.754
2013	9	25	12	15	0	28.953
2013	9	25	12	20	0	28.953
2013	9	25	12	25	0	28.853
2013	9	25	12	30	0	28.853
2013	9	25	12	35	0	28.853
2013	9	25	12	40	0	28.953
2013	9	25	12	45	0	29.152
2013	9	25	12	50	0	29.352
2013	9	25	12	55	0	29.352
2013	9	25	13	0	0	29.252
2013	9	25	13	5	0	29.252
2013	9	25	13	10	0	29.352
2013	9	25	13	15	0	29.352
2013	9	25	13	20	0	29.452
2013	9	25	13	25	0	29.452
2013	9	25	13	30	0	29.452
2013	9	25	13	35	0	29.452
2013	9	25	13	40	0	29.552
2013	9	25	13	45	0	29.552
2013	9	25	13	50	0	29.652
2013	9	25	13	55	0	29.752
2013	9	25	14	0	0	29.752
2013	9	25	14	5	0	29.853
2013	9	25	14	10	0	29.853
2013	9	25	14	15	0	29.953
2013	9	25	14	20	0	29.953
2013	9	25	14	25	0	29.853
2013	9	25	14	30	0	29.853
2013	9	25	14	35	0	29.853
2013	9	25	14	40	0	29.853
2013	9	25	14	45	0	29.752
2013	9	25	14	50	0	29.752
2013	9	25	14	55	0	29.652
2013	9	25	15	0	0	29.552
2013	9	25	15	5	0	29.452
2013	9	25	15	10	0	29.252
2013	9	25	15	15	0	29.152
2013	9	25	15	20	0	29.152
2013	9	25	15	25	0	29.152
2013	9	25	15	30	0	29.252
2013	9	25	15	35	0	29.252
2013	9	25	15	40	0	29.252
2013	9	25	15	45	0	29.352
2013	9	25	15	50	0	29.352
2013	9	25	15	55	0	29.352
2013	9	25	16	0	0	29.352
2013	9	25	16	5	0	29.352
2013	9	25	16	10	0	29.252
2013	9	25	16	15	0	29.252
2013	9	25	16	20	0	29.252
2013	9	25	16	25	0	29.252
2013	9	25	16	30	0	29.252
2013	9	25	16	35	0	29.252
2013	9	25	16	40	0	29.252
2013	9	25	16	45	0	29.252
2013	9	25	16	50	0	29.252
2013	9	25	16	55	0	29.152
2013	9	25	17	0	0	29.152
2013	9	25	17	5	0	29.152
2013	9	25	17	10	0	29.152
2013	9	25	17	15	0	29.152
2013	9	25	17	20	0	29.152
2013	9	25	17	25	0	29.152
2013	9	25	17	30	0	29.152
2013	9	25	17	35	0	29.152
2013	9	25	17	40	0	29.053
2013	9	25	17	45	0	29.053
2013	9	25	17	50	0	29.053
2013	9	25	17	55	0	29.053
2013	9	25	18	0	0	29.053
2013	9	25	18	5	0	29.053
2013	9	25	18	10	0	29.053
2013	9	25	18	15	0	29.053
2013	9	25	18	20	0	29.053
2013	9	25	18	25	0	29.053
2013	9	25	18	30	0	29.152
2013	9	25	18	35	0	29.152
2013	9	25	18	40	0	29.152
2013	9	25	18	45	0	29.152
2013	9	25	18	50	0	29.152
2013	9	25	18	55	0	29.053
2013	9	25	19	0	0	29.053
